epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,8760.33,1.15419,1.37262,1.47107,0.78071,0.70199,0.76454,0.4419,1.41504,1.15118,1.71149,0.000675546,0.000675546,0.000675546
43,8995.9,1.14448,1.37551,1.46435,0.7765,0.69947,0.76848,0.45303,1.37704,1.13718,1.67418,0.00066191,0.00066191,0.00066191
44,9227.18,1.15027,1.36047,1.46489,0.748,0.72391,0.77347,0.45612,1.37793,1.14072,1.67821,0.000648164,0.000648164,0.000648164
45,9464.55,1.1316,1.33553,1.45528,0.77621,0.69752,0.76868,0.45412,1.38286,1.12671,1.68195,0.000634322,0.000634322,0.000634322
46,9698.74,1.13575,1.34378,1.4608,0.7825,0.69056,0.76485,0.44974,1.39885,1.15194,1.70327,0.000620396,0.000620396,0.000620396
47,9935.23,1.12522,1.30189,1.44709,0.72172,0.71841,0.76514,0.45101,1.39689,1.16088,1.70741,0.0006064,0.0006064,0.0006064
48,10174.1,1.11977,1.30014,1.44135,0.78425,0.6851,0.77432,0.45465,1.39406,1.12821,1.70243,0.000592349,0.000592349,0.000592349
49,10415.1,1.12066,1.30694,1.44719,0.76917,0.7037,0.77477,0.45424,1.40197,1.1273,1.71326,0.000578256,0.000578256,0.000578256
50,10656.8,1.10639,1.26835,1.43208,0.77277,0.70029,0.76384,0.45394,1.39335,1.12372,1.7089,0.000564135,0.000564135,0.000564135
51,10893.5,1.10509,1.27931,1.43856,0.75915,0.71095,0.76547,0.45386,1.39992,1.12604,1.71758,0.00055,0.00055,0.00055
52,11133.3,1.1065,1.25828,1.42724,0.76048,0.71887,0.77062,0.45556,1.39136,1.12018,1.70519,0.000535865,0.000535865,0.000535865
53,11368.6,1.10019,1.25556,1.42736,0.7553,0.70999,0.76967,0.45669,1.39018,1.11707,1.70544,0.000521744,0.000521744,0.000521744
54,11604.4,1.0904,1.23989,1.42252,0.77263,0.70464,0.77122,0.45543,1.39896,1.11723,1.71531,0.000507651,0.000507651,0.000507651
55,11843.5,1.08641,1.21548,1.41355,0.76914,0.69859,0.76863,0.45717,1.39796,1.10996,1.71941,0.0004936,0.0004936,0.0004936
56,12080.7,1.07562,1.20865,1.41004,0.7459,0.71778,0.76553,0.45139,1.40492,1.11429,1.72826,0.000479604,0.000479604,0.000479604
57,12320.7,1.074,1.19902,1.40463,0.74275,0.71963,0.76674,0.45125,1.40245,1.11624,1.72704,0.000465678,0.000465678,0.000465678
58,12555.8,1.07089,1.18734,1.40479,0.73809,0.71404,0.76505,0.45072,1.40325,1.12589,1.73005,0.000451836,0.000451836,0.000451836
59,12790.4,1.06415,1.18182,1.40175,0.76605,0.71264,0.76529,0.45011,1.40079,1.1233,1.72983,0.00043809,0.00043809,0.00043809
60,13033,1.05482,1.16913,1.39458,0.75985,0.7126,0.76677,0.45072,1.4031,1.12326,1.73273,0.000424454,0.000424454,0.000424454
