epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,24120.5,1.13556,0.69223,1.09452,0.88561,0.82422,0.9035,0.69025,0.75097,0.44694,0.95904,0.000675546,0.000675546,0.000675546
43,24684.6,1.13397,0.68533,1.09367,0.8793,0.83148,0.90248,0.68987,0.74838,0.44924,0.95581,0.00066191,0.00066191,0.00066191
44,25248.5,1.13793,0.683,1.09138,0.88396,0.83344,0.90415,0.69236,0.7441,0.44254,0.95271,0.000648164,0.000648164,0.000648164
45,25863.7,1.12957,0.68327,1.09292,0.8841,0.83352,0.90354,0.69206,0.74523,0.44178,0.95584,0.000634322,0.000634322,0.000634322
46,26411.8,1.11097,0.66861,1.08383,0.87262,0.84213,0.90431,0.69298,0.7475,0.44374,0.9557,0.000620396,0.000620396,0.000620396
47,26992,1.11231,0.66717,1.08391,0.88072,0.83407,0.90285,0.69341,0.7414,0.44074,0.95122,0.0006064,0.0006064,0.0006064
48,27547.9,1.11009,0.66382,1.08463,0.87746,0.83736,0.90411,0.69313,0.74091,0.43858,0.95293,0.000592349,0.000592349,0.000592349
49,28184.3,1.10504,0.657,1.07922,0.88178,0.83313,0.90437,0.69403,0.74277,0.43957,0.95323,0.000578256,0.000578256,0.000578256
50,28771,1.10069,0.65901,1.08164,0.88023,0.84042,0.90573,0.6957,0.7374,0.43516,0.94979,0.000564135,0.000564135,0.000564135
51,29374.7,1.09649,0.65389,1.07877,0.88838,0.83052,0.90428,0.69595,0.7349,0.43359,0.94988,0.00055,0.00055,0.00055
52,30213.9,1.09107,0.64795,1.07611,0.8882,0.83159,0.90471,0.69697,0.73359,0.43006,0.94972,0.000535865,0.000535865,0.000535865
53,30796.4,1.08844,0.64654,1.07561,0.879,0.83895,0.90562,0.69785,0.73223,0.42841,0.94863,0.000521744,0.000521744,0.000521744
54,31460.2,1.08366,0.64011,1.07111,0.88255,0.83556,0.90545,0.69764,0.73272,0.42831,0.95007,0.000507651,0.000507651,0.000507651
55,32096.4,1.07523,0.63616,1.0691,0.88966,0.83023,0.90566,0.69701,0.73414,0.42682,0.95197,0.0004936,0.0004936,0.0004936
56,32659.8,1.07027,0.63303,1.06375,0.88993,0.83277,0.90653,0.69797,0.73526,0.42662,0.9519,0.000479604,0.000479604,0.000479604
57,33221.8,1.06619,0.62974,1.06329,0.87955,0.84206,0.9059,0.69812,0.73416,0.42783,0.95207,0.000465678,0.000465678,0.000465678
58,34028.7,1.06181,0.62074,1.0619,0.88599,0.84148,0.90637,0.69885,0.73321,0.42432,0.95258,0.000451836,0.000451836,0.000451836
59,34616.5,1.06764,0.62225,1.05868,0.88826,0.83617,0.90692,0.69975,0.73225,0.42343,0.95071,0.00043809,0.00043809,0.00043809
60,35244.2,1.05925,0.61984,1.0586,0.88799,0.8367,0.90772,0.70157,0.73004,0.42275,0.94897,0.000424454,0.000424454,0.000424454
61,35946.8,1.05957,0.62273,1.05588,0.88533,0.83784,0.90735,0.7013,0.72868,0.42128,0.94754,0.000410942,0.000410942,0.000410942
